timestamp,trade_price,trade_size,bar_open,bar_high,bar_low,bar_close,quote_bid_price,quote_ask_price
2024-12-30 04:58:57.541650,53.83,100,53.84,53.84,53.83,53.83,53.82,53.84
2024-12-30 05:01:39.483086,53.83,100,53.84,53.84,53.83,53.83,53.82,53.84
2024-12-30 05:04:46.854256,53.83,100,53.84,53.84,53.83,53.83,53.82,53.84
